Cap ID,Site,Year,Species,Tissue,Num,Length,Weight,Sample weight,As,Cd,Cu,Pb,Se,Zn
344,BG,2021,LL,l,9,280,230,0.1283,2.761144378,1.630073187,968.1636727,0.332667997,10.54557552,271.4570858
449,BG,2021,LL,l,4,310,325,0.0703,0.364520049,1.093560146,951.5188335,0.121506683,14.03402187,165.309842
435,BG,2021,LL,l,1,235,155,0.1398,0.621890547,1.990049751,941.8739635,0.207296849,14.26202322,195.6467662
513,BG,2021,LL,l,6,287,255,0.0767,0.486066105,0.777705768,437.0058328,0.129617628,9.850939728,187.8807518
349,BG,2021,LL,l,7,198,80,0.1211,1.380443714,0.829909614,367.6663928,0.238290879,9.231717338,241.5036976
345,BG,2021,LL,l,8,150,35,0.0875,0.637096774,0.709677419,138.3306452,0.282258065,5.540322581,337.1612903
339,BG,2021,LL,l,10,205,95,0.0936,1.262245667,0.708364732,103.1763376,0.211002261,6.412961567,263.8696307
315,BG,2022,LL,g,4,429,640,0.1445,0.715005035,0.171198389,20.55387714,0.563947633,3.136958711,214.8439074
350,BG,2021,LL,g,7,198,80,0.874,1.95959596,0.383838384,17.04040404,3,3.323232323,458.9292929
343,BG,2021,LL,g,9,280,230,0.069,3.90052356,1.064572426,16.36125654,2.591623037,2.897033159,548.6823735
317,BG,2022,LL,g,3,301,280,0.1218,1.063218391,0.201149425,16.12787356,0.804597701,3.060344828,371.4798851
346,BG,2021,LL,g,8,150,35,0.1072,1.805555556,0.3125,15.53819444,2.170138889,3.489583333,463.1597222
531,BG,2021,LL,g,3,246,165,0.0937,1.235521236,0.501930502,12.7027027,1.776061776,2.586872587,501.003861
341,BG,2021,LL,g,10,205,95,0.1465,1.497005988,0.469061876,9.331337325,1.007984032,5.079840319,317.754491
310,BG,2022,LL,g,1,320,265,0.08,0.46641791,0.223880597,8.600746269,0.78358209,1.865671642,316.8656716
314,BG,2022,LL,g,6,366,450,0.0881,0.489864865,0.275900901,7.31981982,1.047297297,2.561936937,390.1013514
348,BG,2021,LL,m,7,198,80,0.1182,1.93131695,0.007876497,5.459987398,0.006301197,1.43194707,34.95116572
434,BG,2021,LL,m,4,310,325,0.4309,0.999170813,0.012437811,2.740464345,0.012437811,2.039800995,49.06716418
338,BG,2021,LL,m,2,390,625,0.1034,0.517241379,0.003707824,1.820541342,0.003707824,1.203188728,28.61883574
311,BG,2022,LL,m,1,320,265,0.0509,0.388792891,0.013576895,1.466304616,0.006171316,1.06763762,31.36509504
318,BG,2022,LL,m,3,301,280,0.1089,0.563953488,0.005813953,1.393895349,0.00872093,1.216569767,34.35465116
340,BG,2021,LL,m,10,205,95,0.0567,2.245130281,0.007589173,1.335694409,0.011383759,1.746774602,30.41108019
347,BG,2021,LL,m,8,150,35,0.1125,0.875509017,0.002908668,1.332169866,0.008726003,1.524141943,34.60442118
313,BG,2022,LL,m,6,366,450,0.0977,0.14455152,0.005559674,1.247220163,0.012972572,1.056338028,26.82171979
342,BG,2021,LL,m,9,280,230,0.1499,0.861533685,0.004656939,1.244954983,0.015523129,0.965538653,19.4240919
430,BG,2021,LL,m,6,287,255,0.3802,0.472370766,0.001782531,1.064171123,0.005347594,0.903743316,17.28698752
535,BG,2021,LL,m,9,280,230,0.3439,0.912711583,0.004978427,1.037172254,0.019913707,1.062064388,17.91901759
534,BG,2021,LL,m,1,235,155,0.32,0.319390402,0.004863813,1.027885863,0.012970169,1.26459144,17.43514916
312,BG,2022,LL,m,2,292,275,0.1449,0.316474416,0.002957705,1.02484472,0.008873114,1.140195209,22.12215321
316,BG,2022,LL,m,4,429,640,0.1474,1.128426172,0.004420866,0.984748011,0.008841733,1.151635721,24.89168877
319,BG,2022,LL,g,2,292,275,0.143,0.70327553,0.260115607,,0.433526012,2.668593449,568.3815029
415,BG,2021,LL,l,9,280,230,0.0521,0.33153868,0.110512893,,0.188438651,0.687163502,
26,DL,2021,LL,l,13,436,716.67536,0.2698,1.146272855,5.636427567,4012.876231,0.604781997,13.13994374,195.2355837
13,DL,2021,LL,l,5,392,564,0.1327,1.729711142,1.341127923,1981.963549,0.251031637,11.2826685,148.105227
2,DL,2021,LL,l,1,254,184,0.0888,1.197663096,0.925024343,1184.269718,0.111976631,9.488802337,131.6747809
208,DL,2022,LL,l,101,340,360,0.1529,0.91995842,1.153846154,1151.049896,0.150727651,9.636174636,161.3825364
212,DL,2022,LL,l,104,175,60,0.1503,1.003118503,0.680873181,467.1309771,0.155925156,7.739085239,221.3565489
19,DL,2021,LL,l,7,188,74,0.1206,1.237845924,0.781600598,466.9745699,0.254300673,6.133133882,213.9304413
22,DL,2021,LL,l,8,183,72,0.4051,1.528964862,1.182336182,434.7103514,0.375118708,8.290598291,166.8328585
10,DL,2021,LL,l,4,141,28,0.0288,1.210790464,1.104140527,429.1781681,0.30740276,8.067754078,210.0439147
7,DL,2021,LL,l,3,158,42,0.0519,0.874485597,0.787037037,427.6748971,0.118312757,6.399176955,193.5493827
207,DL,2022,LL,l,102,186,100,0.0969,0.896907216,0.924398625,389.1030928,0.16838488,6.591065292,142.8522337
28,DL,2021,LL,l,14,147,36.28736,0.344,0.733652313,0.518341308,365.661882,0.28708134,6.275917065,197.3524721
16,DL,2021,LL,l,6,167,52,0.1382,,1.031215162,343.1047938,0.200668896,7.441471572,204.6878484
205,DL,2022,LL,g,102,186,100,0.1249,4.062095731,0.42690815,34.10090556,4.838292367,3.040103493,266.6429495
204,DL,2022,LL,l,103,166,45,0.2966,0.063511831,0.01867995,31.96699875,0.009339975,1.353051059,13.90348692
29,DL,2021,LL,g,14,147,36.28736,0.2697,2.743445693,0.280898876,22.58426966,3.174157303,3.286516854,455.4400749
211,DL,2022,LL,g,104,175,60,0.0887,2.143705463,0.172209026,12.64845606,1.6152019,2.743467933,370.611639
203,DL,2022,LL,g,103,166,45,0.3416,1.350293542,0.205479452,9.980430528,0.909980431,5.107632094,364.6183953
23,DL,2021,LL,g,8,183,72,0.3381,0.861313869,0.430656934,9.430656934,0.255474453,8,133.4817518
20,DL,2021,LL,g,7,188,74,0.0823,0.806658131,0.19206146,8.341869398,1.139564661,1.145966709,324.6670935
31,DL,2021,LL,g,13,436,716.67536,0.3221,1.011396011,0.192307692,6.933760684,2.792022792,1.848290598,353.9351852
17,DL,2021,LL,g,6,167,52,0.1503,1.022267206,0.263157895,6.487854251,0.369433198,2.722672065,337.1761134
8,DL,2021,LL,g,3,158,42,0.0501,1.12286002,0.216515609,6.273917422,0.790533736,2.079556898,367.9758308
11,DL,2021,LL,g,4,141,28,0.0495,0.943820225,0.202247191,5.06741573,0.808988764,2.617977528,331.4044944
14,DL,2021,LL,g,5,392,564,0.062,1.099630996,0.402214022,3.649446494,0.520295203,2.040590406,594.9520295
209,DL,2022,LL,g,101,340,360,0.0874,0.82278481,0.299194476,3.147295742,0.517836594,1.766398159,486.3924051
3,DL,2021,LL,g,1,254,184,0.0993,0.954757152,0.209580838,2.970725216,0.542248836,2.654690619,360.1397206
9,DL,2021,LL,m,4,141,28,0.0573,0.439266616,0.06684492,2.725362872,0.024828113,1.508785332,45.2750191
27,DL,2021,LL,m,14,147,36.28736,0.4524,0.443021767,0.008962868,1.66837388,0.019206146,1.241997439,38.56081946
6,DL,2021,LL,m,3,158,42,0.0696,0.394282898,0.004928536,1.35781173,0.019714145,1.034992607,31.61163135
18,DL,2021,LL,m,7,188,74,0.1382,0.468962392,0.006796556,1.346850929,0.015858632,0.797462619,34.26710467
21,DL,2021,LL,m,8,183,72,0.1543,1.609437047,0.005839757,1.271899089,0.014015417,1.334968465,25.13431441
206,DL,2022,LL,m,102,186,100,0.3073,0.656951744,0.003583373,1.254180602,0.010750119,0.846870521,25.97945533
12,DL,2021,LL,m,5,392,564,0.1295,0.675904977,0.005656109,1.199095023,0.007070136,0.852658371,22.04044118
201,DL,2022,LL,m,104,175,60,0.2088,0.767320261,0.003921569,1.186928105,0.011764706,1.349019608,27.16470588
1,DL,2021,LL,m,1,254,184,0.0536,0.426319561,0.008359207,1.130881299,0.013135897,1.086696919,24.35275854
15,DL,2021,LL,m,6,167,52,0.1217,1.189258312,0.007992327,1.118925831,0.014386189,1.226023018,30.60901535
202,DL,2022,LL,m,103,166,45,0.3867,0.452804378,0.008207934,1.10123119,0.009575923,1.755129959,23.40492476
210,DL,2022,LL,m,101,340,360,0.1033,0.73875803,0.001189626,1.017130621,0.004758506,0.819652629,20.11896265
30,DL,2021,LL,m,13,436,716.67536,0.3953,0.613629801,0.00288767,0.99047069,0.012994513,0.929829627,15.10251227
447,GC,2021,LL,l,14,423,625,0.0657,1.083032491,3.670276775,3577.075812,0.36101083,26.83513839,398.3754513
505,GC,2021,LL,l,11,377,525,0.0682,0.487125957,1.461377871,914.5441893,0.208768267,16.63187196,231.8719555
528,GC,2021,LL,g,101,281,210,0.0682,0.336700337,1.515151515,842.1717172,0.084175084,26.89393939,160.5639731
403,GC,2021,LL,l,1,281,210,0.3314,0.83573487,1.152737752,178.0835735,0.07204611,7.262247839,266.3256484
400,GC,2021,LL,l,4,181,70,0.4011,0.452079566,0.506329114,160.1582278,0.334538879,11.17088608,185.5153707
421,GC,2022,LL,g,11,155,10,0.1156,0.622254758,0.285505124,19.01171303,0.344070278,2.833089312,304.7071742
402,GC,2021,LL,g,3,175,60,0.3436,2.010309278,0.198821797,17.56995582,2.407952872,3.431516937,291.5095729
404,GC,2021,LL,l,3,175,60,0.2696,0.588235294,0.520361991,17.48868778,0.429864253,2.805429864,383.0995475
420,GC,2022,LL,g,12,124,5,0.0683,0.458115183,0.27486911,16.37434555,0.54973822,1.793193717,353.4424084
407,GC,2022,LL,m,12,190,70,0.2909,0.973534972,0.458412098,12.60869565,0.623818526,5.883742911,159.3809074
424,GC,2022,LL,g,9,245,150,0.121,0.720461095,0.288184438,11.67146974,0.324207493,4.646974063,408.8256484
441,GC,2021,LL,g,14,423,625,0.4282,1.064013841,0.419550173,9.597750865,2.102076125,3.066608997,247.9714533
401,GC,2021,LL,g,4,181,70,0.3975,0.837155963,0.160550459,9.185779817,1.077981651,5.711009174,351.9724771
522,GC,2022,LL,g,14,156,10,0.0524,0.379241517,0.109780439,7.215568862,0.489021956,7.4750499,202.0259481
425,GC,2022,LL,m,8,107,10,0.1106,0.429184549,0.107296137,4.885550787,0.032188841,1.824034335,82.9434907
541,GC,2021,LL,g,10,369,495,0.2941,0.619834711,0.289256198,4.669421488,0.702479339,2.272727273,501.7768595
406,GC,2022,LL,m,11,377,525,0.3335,0.330745342,0.100931677,3.251552795,0.052795031,1.161490683,60.38198758
405,GC,2022,LL,g,8,218,105,0.2803,0.410310363,0.03945292,2.405312993,0.010520779,1.675433982,
422,GC,2022,LL,m,14,156,10,0.0501,0.343772939,0.006116956,1.392219232,0.024467825,3.5894299,55.2654759
419,GC,2021,LL,m,1,281,210,0.0382,1.026285273,0.003865481,1.23308852,0.005798222,1.242752223,24.46463085
423,GC,2022,LL,m,9,245,150,0.1388,0.334184265,0.008122534,1.147598051,0.004641448,1.446971455,56.83337201
427,GC,2021,LL,m,1,281,210,0.0888,0.211570643,0.003585943,1.011235955,0.002390629,0.937126464,15.68371982
539,GC,2021,LL,m,11,377,525,0.3183,0.638250391,0.004463289,0.997545191,0.004463289,1.08234769,15.22874358
