"","Sample","Site","Year","Species_all","Species","Num","Length","Weight","l_As","l_Cd","l_Cu","l_Pb","l_Se","l_Zn","K","m_As","m_Cd","m_Cu","m_Pb","m_Se","m_Zn","g_As","g_Cd","g_Cu","g_Pb","g_Se","g_Zn","wb_As","wb_Cd","wb_Cu","wb_Pb","wb_Se","wb_Zn","d13C","d15N"
"86","DL21LSSU06","DL",2021,"LSSU","Suckers",6,428,844,NA,NA,NA,NA,NA,NA,1.07649282514981,0.235355649,0.008716876,1.392956764,0.027894003,1.201185495,25.13772664,0.655624569,0.155279503,6.007591442,1.839199448,1.93236715,105.4554865,NA,NA,NA,NA,NA,NA,-26.67,9.74
"87","DL21LSSU07","DL",2021,"LSSU","Suckers",7,479,1134,NA,NA,NA,NA,NA,NA,1.03182611229604,0.241038319,0.004944376,1.343634116,0.013597033,0.577255871,31.35352287,0.342886387,0.092118731,5.547594678,0.624360287,1.028659161,97.1136131,NA,NA,NA,NA,NA,NA,-27.55,10.34
"88","DL21LSSU08","DL",2021,"LSSU","Suckers",8,436,862,NA,NA,NA,NA,NA,NA,1.04003462470725,0.199004975,0.00785546,1.632626342,0.011783189,0.555119141,21.34852056,0.289443814,0.119182747,4.659477866,0.584562997,1.08399546,113.3314415,NA,NA,NA,NA,NA,NA,-27.62,11.96
"89","DL21LSSU09","DL",2021,"LSSU","Suckers",9,450,957,NA,NA,NA,NA,NA,NA,1.05020576131687,0.320693828,0.005042356,1.413876563,0.014118596,0.695845099,23.88563937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.15,11.11
"90","DL21LSSU12","DL",2021,"LSSU","Suckers",12,498,1315,NA,NA,NA,NA,NA,NA,1.06472566934242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.88,10.99
"91","DL21MWF02","DL",2021,"MWF","MWF",2,443,870,0.773333333,0.577777778,435.52,0.111111111,6.56,205.0222222,1.00070961814336,0.355595208,0.006372674,0.842467499,0.004656932,0.611776702,11.4542442,0.471438403,0.196145905,3.386097729,0.464556091,4.824501032,74.61803166,NA,NA,NA,NA,NA,NA,-27.33,11.84
"92","DL21MWF03","DL",2021,"MWF","MWF",3,438,766,0.81641286,4.035532995,28.48984772,0.194585448,5.837563452,151.036379,0.911604453351986,0.178571429,0.034340659,1.3003663,0.044642857,0.907738095,15.5139652,0.609284333,0.449709865,6.460348162,1.155705996,4.284332689,75.64796905,NA,NA,NA,NA,NA,NA,-29.52,12.28
"93","DL21MWF04","DL",2021,"MWF","MWF",4,365,458,0.706028076,0.879438481,14.01734104,0.123864575,9.149463254,126.4450867,0.941861152597444,0.241834954,0.007479432,1.043380703,0.011219147,0.832710047,12.31987036,0.486111111,0.202991453,2.938034188,0.908119658,3.125,65.65705128,NA,NA,NA,NA,NA,NA,-29.86,11.61
"94","DL21MWF05","DL",2021,"MWF","MWF",5,266,168,0.061784897,0.035469108,0.934210526,0.013157895,1.554919908,9.339816934,0.892615392854911,0.325786164,0.008805031,1.793710692,0.004596011,1.28427673,21.68050314,0.784832451,0.379188713,4.567901235,0.317460317,6.754850088,101.5696649,NA,NA,NA,NA,NA,NA,-28.42,11.46
"95","DL21MWF06","DL",2021,"MWF","MWF",6,390,636,0.429491768,2.451682176,15.77666428,0.182534001,6.252684324,89.04080172,1.0721691195064,0.480209546,0.014551804,1.116123399,0.005316981,0.56024447,13.82130384,0.829351536,0.160409556,3.518771331,1.092150171,1.651877133,64.07167235,NA,NA,NA,NA,NA,NA,NA,NA
"96","DL21MWF07","DL",2021,"MWF","MWF",7,400,644,NA,NA,NA,NA,NA,NA,1.00625,0.268557634,0.004526252,0.988231744,0.005512717,0.695534098,13.96801448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","DL21MWF09","DL",2021,"MWF","MWF",9,283,218,NA,NA,NA,NA,NA,NA,0.961827493415342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.73,11.86
"98","DL21MWF10","DL",2021,"MWF","MWF",10,250,154,NA,NA,NA,NA,NA,NA,0.9856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.77,10.98
"99","DL21MWF11","DL",2021,"MWF","MWF",11,253,158,NA,NA,NA,NA,NA,NA,0.97565331258691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.21,10.83
"100","DL21MWF15","DL",2021,"MWF","MWF",15,280,214,NA,NA,NA,NA,NA,NA,0.974854227405248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.84,10.29
"101","DL21RSSH01","DL",2021,"RSSH","RSSH",1,25,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.386773547,0.250501002,14.36873747,1.422845691,1.432865731,245.5210421,-28.05,11.58
"102","DL21RSSH02","DL",2021,"RSSH","RSSH",2,25,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.302670623,0.356083086,50.9421365,2.121661721,1.543026706,218.0267062,-29.04,10.92
"103","DL21RSSH03","DL",2021,"RSSH","RSSH",3,21,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.193548387,0.302419355,14.71774194,1.834677419,1.22983871,235,-23.65,11.46
"104","DL21RSSH04","DL",2021,"RSSH","RSSH",4,26,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.774064171,0.193850267,13.09491979,1.203208556,1.21657754,198.6096257,-27.54,12.6
"105","DL21RSSH05","DL",2021,"RSSH","RSSH",5,25,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.155555556,0.255555556,13.31111111,0.755555556,1.222222222,199.5111111,-29.43,11.19
"106","DL21RSSH06","DL",2021,"RSSH","RSSH",6,24,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.985436893,0.254854369,12.2815534,0.776699029,1.322815534,225.8980583,-27.49,13.32
"107","DL21RSSH07","DL",2021,"RSSH","RSSH",7,26,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.957773512,0.19193858,10.65259117,0.547024952,1.247600768,195.3358925,-27.31,10.51
"108","DL21RSSH08","DL",2021,"RSSH","RSSH",8,27,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.193419741,0.249252243,10.3439681,0.54336989,1.655034895,193.2552343,-27.21,11.04
"109","DL22LL101","DL",2022,"LL","LL",101,340,360,0.91995842,1.153846154,1151.049896,0.150727651,9.636174636,161.3825364,0.915937309179727,0.73875803,0.001236516,1.017130621,0.004346692,0.819652629,20.11896265,0.82278481,0.299194476,3.147295742,0.517836594,1.766398159,486.3924051,NA,NA,NA,NA,NA,NA,-33.99,10.48
"110","DL22LL102","DL",2022,"LL","LL",102,186,100,0.896907216,0.924398625,389.1030928,0.16838488,6.591065292,142.8522337,1.5540363296397,0.656951744,0.003583373,1.254180602,0.010750119,0.846870521,25.97945533,4.062095731,0.42690815,34.10090556,4.838292367,3.040103493,266.6429495,NA,NA,NA,NA,NA,NA,-24.15,10.62
"111","DL22LL103","DL",2022,"LL","LL",103,166,45,0.063511831,0.01867995,31.96699875,0.009339975,1.353051059,13.90348692,0.983757937833494,0.452804378,0.008207934,1.10123119,0.004998398,1.755129959,23.40492476,1.350293542,0.205479452,9.980430528,0.909980431,5.107632094,364.6183953,NA,NA,NA,NA,NA,NA,-29.28,12
"112","DL22LL104","DL",2022,"LL","LL",104,175,60,1.003118503,0.680873181,467.1309771,0.155925156,7.739085239,221.3565489,1.11953352769679,0.767320261,0.003921569,1.186928105,0.011764706,1.349019608,27.16470588,2.143705463,0.172209026,12.64845606,1.6152019,2.743467933,370.611639,NA,NA,NA,NA,NA,NA,-28.38,11.67
"113","DL22LSSU01","DL",2022,"LSSU","Suckers",1,612,2640,3.744769874,2.351464435,23.92887029,0.213389121,3.364016736,96.44769874,1.15172729777972,0.894691781,0.008561644,1.666666667,0.054223744,1.057363014,20.13127854,5.605536332,0.183391003,9.615916955,1.588235294,2.273356401,54.03114187,NA,NA,NA,NA,NA,NA,NA,NA
"114","DL22LSSU02","DL",2022,"LSSU","Suckers",2,583,1980,NA,NA,NA,NA,NA,NA,0.99921633683183,0.008378753,0.002128205,0.090989226,0.007481223,0.017312996,0.656471565,2.903663501,0.413839891,4.979647218,1.224559023,0.91587517,70.67164179,NA,NA,NA,NA,NA,NA,-27.36,11.55
"115","DL22LSSU03","DL",2022,"LSSU","Suckers",3,460,1045,NA,NA,NA,NA,NA,NA,1.07360072326786,0.439400716,0.00559034,1.195214669,0.017889088,0.761404293,25.27504472,1.654351396,0.13546798,7.179802956,0.948275862,1.732348112,76.0591133,NA,NA,NA,NA,NA,NA,-29.07,12.03
"116","DL22LSSU04","DL",2022,"LSSU","Suckers",4,488,1425,0.972222222,2.010582011,79.18320106,0.198412698,2.685185185,165.2281746,1.22618330388887,0.27723924,0.007754944,1.496704149,0.015509888,0.715393563,25.75416828,0.720844812,0.12855831,6.331496786,0.858585859,1.808999082,78.76951331,NA,NA,NA,NA,NA,NA,-29.39,11.03
"117","DL22LSSU05","DL",2022,"LSSU","Suckers",5,520,1615,NA,NA,NA,NA,NA,NA,1.14858329540282,0.728795438,0.005345688,1.006771205,0.011582324,1.882573058,27.1730221,3.192307692,0.129370629,13.77972028,2.111888112,1.783216783,87.61188811,NA,NA,NA,NA,NA,NA,-26.53,11.64
"118","DL22MWF01","DL",2022,"MWF","MWF",1,351,485,0.60687795,0.347269049,11.01146325,0.124747134,6.86109238,119.6999326,1.12155451803669,0.322700297,0.005563798,1.066394659,0.006776389,0.752967359,16.38353116,0.773849233,0.376917945,7.391594396,0.723815877,9.292861908,100.8038692,NA,NA,NA,NA,NA,NA,-29.8,13.53
"119","DL22MWF02","DL",2022,"MWF","MWF",2,262,200,0.382534776,0.193199382,10.32457496,0.061823802,12.16383308,136.4296754,1.11205462768189,0.251516233,0.001854113,1.32001427,0.017838031,1.403853015,19.57188726,0.666666667,0.289855072,2.644927536,0.333333333,5.311594203,104.1086957,NA,NA,NA,NA,NA,NA,-29.99,10.88
"120","DL22MWF03","DL",2022,"MWF","MWF",3,431,860,0.507859734,1.438935913,10.30834341,0.253929867,6.039903265,98.58524788,1.07415422439064,0.295352324,0.013493253,1.169415292,0.005478005,0.766116942,15.24437781,0.51441933,0.358534684,3.733437256,0.639127046,7.084957132,82.22525331,NA,NA,NA,NA,NA,NA,-28.59,12.12
"121","DL22MWF04","DL",2022,"MWF","MWF",4,438,820,20.0540906,3.427991886,21.07843137,0.256930358,5.057471264,126.402975,0.975868997060873,0.81471296,0.012031626,1.139566861,0.015469233,0.742523204,33.75730492,1.708571429,0.194285714,6.24,1.931428571,1.851428571,77.60571429,NA,NA,NA,NA,NA,NA,NA,NA
"122","DL22MWF05","DL",2022,"MWF","MWF",5,362,500,0.754716981,0.731132075,9.017295597,0.110062893,7.775157233,106.6666667,1.05400893563479,0.240292195,0.013456363,1.049596309,0.007023893,0.891964629,19.98269896,0.979477612,0.275186567,3.17630597,0.47108209,4.258395522,93.85727612,NA,NA,NA,NA,NA,NA,-27.36,12.56
"123","DL22MWF07","DL",2022,"MWF","MWF",7,314,360,NA,NA,NA,NA,NA,NA,1.16282284807358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.8,10.87
"124","DL22MWF08","DL",2022,"MWF","MWF",8,255,175,NA,NA,NA,NA,NA,NA,1.05540101469269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.75,11.89
"125","DL22MWF10","DL",2022,"MWF","MWF",10,320,385,NA,NA,NA,NA,NA,NA,1.1749267578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.51,11.51
"126","DL22MWF12","DL",2022,"MWF","MWF",12,175,60,NA,NA,NA,NA,NA,NA,1.11953352769679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.57,7.12
"127","DL22MWF14","DL",2022,"MWF","MWF",14,257,190,NA,NA,NA,NA,NA,NA,1.11931991535821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.99,10.03
"128","DL22MWF15","DL",2022,"MWF","MWF",15,437,905,NA,NA,NA,NA,NA,NA,1.08443685367938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.52,13.08
"129","GC21DACE01","GC",2021,"LNDC","LNDC",1,32,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.09,11.12
"130","GC21DACE02","GC",2021,"LNDC","LNDC",2,42,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.91,11.19
"131","GC21LL01","GC",2021,"LL","LL",1,281,210,NA,NA,NA,NA,NA,NA,0.946455795714457,0.618927958,0.002797432,1.1221622375,0.005714689,1.0899393435,20.074175335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.65,12.18
"132","GC21LL03","GC",2021,"LL","LL",3,175,60,0.83573487,1.152737752,178.0835735,0.052648834,7.262247839,266.3256484,1.11953352769679,NA,NA,NA,NA,NA,NA,2.010309278,0.198821797,17.56995582,2.407952872,3.431516937,291.5095729,NA,NA,NA,NA,NA,NA,-26.91,10.57
"133","GC21LL04","GC",2021,"LL","LL",4,181,70,0.452079566,0.506329114,160.1582278,0.334538879,11.17088608,185.5153707,1.18049000791097,NA,NA,NA,NA,NA,NA,0.837155963,0.160550459,9.185779817,1.077981651,5.711009174,351.9724771,NA,NA,NA,NA,NA,NA,-28.96,13.45
"134","GC21LL10","GC",2021,"LL","LL",10,369,495,NA,NA,NA,NA,NA,NA,0.985203850319949,NA,NA,NA,NA,NA,NA,6.198347107,2.892561983,46.69421488,7.024793388,22.72727273,5017.768595,NA,NA,NA,NA,NA,NA,-28.28,13.68
"135","GC21LL11","GC",2021,"LL","LL",11,377,525,4.871259569,14.61377871,9145.441893,2.087682672,166.3187196,2318.719555,0.979795076512944,0.638250391,0.004463289,0.997545191,0.004077024,1.08234769,15.22874358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.62,12.67
"136","GC21LL14","GC",2021,"LL","LL",14,423,625,10.83032491,36.70276775,35770.75812,3.610108303,268.3513839,3983.754513,0.825769646708131,NA,NA,NA,NA,NA,NA,1.064013841,0.419550173,9.597750865,2.102076125,3.066608997,247.9714533,NA,NA,NA,NA,NA,NA,-27.04,10.53
"137","GC21LNDC01","GC",2021,"LNDC","LNDC",1,32,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994764398,0.628272251,15.12041885,0.989528796,1.848167539,205.3350785,NA,NA
"138","GC21LNDC02","GC",2021,"LNDC","LNDC",2,42,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863636364,0.608391608,10.2972028,0.548951049,1.622377622,161.0909091,NA,NA
"139","GC21LNSU01","GC",2021,"LNSU","Suckers",1,181,55,NA,NA,NA,NA,NA,NA,0.927527863358619,0.409855208,0.117935544,2.589911256,0.088743578,0.817375058,50.92947221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.95,9.89
"140","GC21LNSU02","GC",2021,"LNSU","Suckers",2,128,15,NA,NA,NA,NA,NA,NA,0.715255737304688,1.151809356,0.079435128,7.248455428,0.044130627,1.47396293,55.01323919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.41,12
"141","GC21LNSU03","GC",2021,"LNSU","Suckers",3,225,105,NA,NA,NA,NA,NA,NA,0.921810699588477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.26,12.18
"142","GC21LSSU01","GC",2021,"LSSU","Suckers",1,500,1290,NA,NA,NA,NA,NA,NA,1.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.96,12.44
"143","GC21LSSU01A","GC",2021,"LSSU","Suckers",9,456,925,NA,NA,NA,NA,NA,NA,0.975544769510727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.28,11.37
"144","GC21LSSU01B","GC",2021,"LSSU","Suckers",10,485,1210,NA,NA,NA,NA,NA,NA,1.06062083572101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.93,12.21
"145","GC21LSSU02","GC",2021,"LSSU","Suckers",2,457,990,NA,NA,NA,NA,NA,NA,1.03725752546837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.77,12.29
"146","GC21LSSU04","GC",2021,"LSSU","Suckers",4,593,1895,NA,NA,NA,NA,NA,NA,0.908751486378149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.89,10.61
"147","GC21LSSU07","GC",2021,"LSSU","Suckers",7,525,1560,NA,NA,NA,NA,NA,NA,1.07806932296728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.63,12.6
"148","GC21LSSU08","GC",2021,"LSSU","Suckers",8,497,1190,NA,NA,NA,NA,NA,NA,0.969343706983591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.29,11.19
"149","GC21LSSU11","GC",2021,"LSSU","Suckers",11,36,0.3,NA,NA,NA,NA,NA,NA,0.643004115226337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.321479374,0.248933144,23.314367,2.588904694,1.571834993,133.6059744,NA,NA
"150","GC21LSSU12","GC",2021,"LSSU","Suckers",12,38,0.47,NA,NA,NA,NA,NA,NA,0.856538854060359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.828006088,0.251141553,28.33333333,2.914764079,1.750380518,149.56621,NA,NA
"151","GC21MWF01","GC",2021,"MWF","MWF",1,307,325,NA,NA,NA,NA,NA,NA,1.12322881072914,NA,NA,NA,NA,NA,NA,0.447860963,0.381016043,3.75,0.655080214,10.20721925,114.8796791,NA,NA,NA,NA,NA,NA,-31.37,13.47
"152","GC21MWF02","GC",2021,"MWF","MWF",2,166,55,NA,NA,NA,NA,NA,NA,1.2023708129076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.72,13.01
"153","GC21MWF03","GC",2021,"MWF","MWF",3,160,55,NA,NA,NA,NA,NA,NA,1.3427734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.06,11.39
"154","GC21MWF05","GC",2021,"MWF","MWF",5,163,30,NA,NA,NA,NA,NA,NA,0.692721140255942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.7,12.31
"155","GC21MWF06","GC",2021,"MWF","MWF",6,305,300,NA,NA,NA,NA,NA,NA,1.05735722373238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.13,12.06
"156","GC21MWF09","GC",2021,"MWF","MWF",9,263,170,NA,NA,NA,NA,NA,NA,0.934505100116555,0.258442453,0.005168849,1.319779462,0.006295364,1.812543074,21.9279807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.88,10.04
"157","GC21MWF10","GC",2021,"MWF","MWF",10,258,185,NA,NA,NA,NA,NA,NA,1.07724034548088,0.225595914,0.011350738,1.340805902,0.005184207,0.908059024,20.55902384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.55,12.05
"158","GC21MWF11","GC",2021,"MWF","MWF",11,252,165,0.5148126945,0.4476695145,10.961820799,0.0828087655,16.93280742,124.5542923,1.03105616144165,0.27332705,0.00628338,1.201696513,0.0057396,1.698083569,18.25007854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.02,12.76
"159","GC21MWF13","GC",2021,"MWF","MWF",13,375,625,NA,NA,NA,NA,NA,NA,1.18518518518519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.75,13.12
"160","GC21MWF14","GC",2021,"MWF","MWF",14,390,715,NA,NA,NA,NA,NA,NA,1.20534735919351,0.198911935,0.011900714,1.171370282,0.015300918,0.878952737,13.53621217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.46,11.87
"161","GC21RSSH01","GC",2021,"RSSH","RSSH",1,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732484076,0.50955414,13.05732484,2.579617834,1.847133758,145.0318471,-29.79,11.53
"162","GC22LL08","GC",2022,"LL","LL",8,107,10,NA,NA,NA,NA,NA,NA,0.816297876890852,0.429184549,0.107296137,4.885550787,0.032188841,1.824034335,82.9434907,0.588235294,0.520361991,17.48868778,0.429864253,2.805429864,383.0995475,NA,NA,NA,NA,NA,NA,-28.26,12.15
"163","GC22LL09","GC",2022,"LL","LL",9,245,150,NA,NA,NA,NA,NA,NA,1.01998317027769,0.334184265,0.008122534,1.147598051,0.004239765,1.446971455,56.83337201,7.204610951,2.88184438,116.7146974,3.242074928,46.46974063,4088.256484,NA,NA,NA,NA,NA,NA,NA,NA
"164","GC22LL11","GC",2022,"LL","LL",11,155,10,NA,NA,NA,NA,NA,NA,0.26853747776174,0.410310363,0.03945292,2.405312993,0.010520779,1.675433982,48.15491846,0.622254758,0.285505124,19.01171303,0.344070278,2.833089312,304.7071742,NA,NA,NA,NA,NA,NA,-29.3,13.07
"165","GC22LL12","GC",2022,"LL","LL",12,124,5,NA,NA,NA,NA,NA,NA,0.262243630626699,0.330745342,0.100931677,3.251552795,0.052795031,1.161490683,60.38198758,0.458115183,0.27486911,16.37434555,0.54973822,1.793193717,353.4424084,NA,NA,NA,NA,NA,NA,-30.5,13.26
"166","GC22LL14","GC",2022,"LL","LL",14,156,10,NA,NA,NA,NA,NA,NA,0.263406328495086,0.343772939,0.006116956,1.392219232,0.024467825,3.5894299,55.2654759,0.379241517,0.109780439,7.215568862,0.489021956,7.4750499,202.0259481,NA,NA,NA,NA,NA,NA,-26.99,10.66
"167","GC22MWF01","GC",2022,"MWF","MWF",1,405,690,0.795214638,1.171710063,11.01688951,0.267417312,9.683321605,111.3476425,1.03868538558372,0.240712661,0.015163002,0.951478393,0.018953753,0.826383624,14.36694466,0.667155425,0.410557185,3.350439883,0.593841642,6.524926686,83.05718475,NA,NA,NA,NA,NA,NA,-27.88,10.94
"168","GC22MWF03","GC",2022,"MWF","MWF",3,250,145,1.014018692,0.182242991,8.172897196,0.056074766,6.808411215,153.5140187,0.928,0.207909276,0.004361733,1.224193079,0.005312342,1.203838325,21.99331201,0.353053435,0.229007634,3.769083969,0.295801527,14.47519084,120.3530534,NA,NA,NA,NA,NA,NA,-29.17,13.17
"169","GC22MWF04","GC",2022,"MWF","MWF",4,274,195,NA,NA,NA,NA,NA,NA,0.947944525703005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.59,10.32
"170","GC22MWF05","GC",2022,"MWF","MWF",5,272,230,NA,NA,NA,NA,NA,NA,1.14293392530022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.51,10.61
"171","GC22MWF08","GC",2022,"MWF","MWF",8,330,370,3.954613095,3.939732143,3.939732143,4.203869048,4.263392857,24.30059524,1.02957954197624,0.3125,0.0046875,1.1421875,0.005709108,0.8546875,23.053125,0.458656331,0.187338501,2.235142119,0.213178295,6.117571059,87.66149871,NA,NA,NA,NA,NA,NA,-28.03,10.54
"172","GC22MWF09","GC",2022,"MWF","MWF",9,426,835,0.751724138,3.889655172,19.77241379,0.24137931,5.372413793,182,1.0800843619617,0.40797546,0.02607362,0.826687117,0.005604032,0.680981595,15.77607362,0.690509915,0.385977337,2.779745042,2.089235127,2.489376771,78.36402266,NA,NA,NA,NA,NA,NA,-29.57,13.35
"173","GC22MWF10","GC",2022,"MWF","MWF",10,396,600,NA,NA,NA,NA,NA,NA,0.966197017620342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.01,12.43
"174","GC22MWF13","GC",2022,"MWF","MWF",13,152,20,NA,NA,NA,NA,NA,NA,0.569507216795451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.41,10.26
"175","GC22MWF14","GC",2022,"MWF","MWF",14,385,660,NA,NA,NA,NA,NA,NA,1.15654290051322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.85,11.54
"176","GC22MWF15","GC",2022,"MWF","MWF",15,244,155,0.850439883,0.410557185,9.413489736,0.065982405,6.634897361,92.28005865,1.06699459426119,0.287110568,0.009163103,1.527183873,0.013744655,1.704337202,22.73365913,0.345501956,0.162972621,2.438070404,0.254237288,10.84093872,100.6062581,NA,NA,NA,NA,NA,NA,-29.67,11.69
